Advertiser,Campaign,Ad_Group,Creative,Date,Channel,Device,Environment,Data_Provider,Audience_Segment,Impressions,Clicks,CTR,Conversions,Post_Click_Conv,Post_View_Conv,Conversion_Rate,Media_Cost,Revenue,ROAS,eCPM,eCPC,eCPA,Viewable_Impressions,Measurable_Impressions,Viewability_Rate,Video_Completions,Video_Completion_Rate,Frequency,Reach,Unique_Reach
Premium_Retail_2024,Valentine_Day_2024,Display_AG,Display_Creative,2024-06-01,Display,Desktop,CTV,Experian,Lookalike_Purchasers,1576532,24456,1.55,1288,1081,207,5.27,50723.79,245728.13,4.84,32.17,2.07,39.38,1418878,1576532,90.0,0,0.0,1.53,1033227,929904
Premium_Retail_2024,Valentine_Day_2024,Video_AG,Video_Creative,2024-06-01,Video,Mobile,Web,Neustar,In_Market_Shoppers,1706833,22871,1.34,1776,1491,285,7.77,52932.1,259753.78,4.91,31.01,2.31,29.8,1536149,1706833,90.0,1024099,60.0,1.5,1138081,1024272
Premium_Retail_2024,New_Year_2024,Native_AG,Native_Creative,2024-06-01,Native,Mobile,App,LiveRamp,Lookalike_Purchasers,1516957,31306,2.06,1714,1439,275,5.47,59305.25,249480.0,4.21,39.09,1.89,34.6,1365261,1516957,90.0,0,0.0,1.77,857141,771426
Premium_Retail_2024,New_Year_2024,Display_AG,Display_Creative,2024-06-01,Display,Connected_TV,App,Experian,Behavioral_Shoppers,1918496,22658,1.18,1944,1632,312,8.58,52691.29,369217.14,7.01,27.46,2.33,27.1,1726646,1918496,90.0,0,0.0,1.5,1276071,1148463
Premium_Retail_2024,New_Year_2024,Video_AG,Video_Creative,2024-06-01,Video,Desktop,App,Neustar,Geo_Proximity,2695103,31525,1.17,2987,2509,478,9.48,50956.72,451611.45,8.86,18.91,1.62,17.06,2425592,2695103,90.0,1617061,60.0,1.76,1530919,1377827
Premium_Retail_2024,Holiday_Campaign_2024,Native_AG,Native_Creative,2024-06-02,Native,Connected_TV,CTV,LiveRamp,In_Market_Shoppers,2379612,28639,1.2,1830,1537,293,6.39,60441.5,307257.08,5.08,25.4,2.11,33.03,2141650,2379612,90.0,0,0.0,1.74,1368019,1231217
Premium_Retail_2024,Holiday_Campaign_2024,Native_AG,Native_Creative,2024-06-02,Native,Connected_TV,App,Neustar,Geo_Proximity,2886350,41766,1.45,3206,2693,513,7.68,84818.26,617703.74,7.28,29.39,2.03,26.46,2597715,2886350,90.0,0,0.0,1.5,1919642,1727677
Premium_Retail_2024,Holiday_Campaign_2024,Native_AG,Native_Creative,2024-06-02,Native,Mobile,App,Experian,Lookalike_Purchasers,921774,11881,1.29,1082,908,174,9.11,24137.03,195925.53,8.12,26.19,2.03,22.31,829596,921774,90.0,0,0.0,1.61,571900,514710
Premium_Retail_2024,Black_Friday_2024,Native_AG,Native_Creative,2024-06-02,Native,Mobile,App,Oracle,In_Market_Shoppers,2739127,34169,1.25,2850,2394,456,8.34,78441.28,445137.83,5.67,28.64,2.3,27.52,2465214,2739127,90.0,0,0.0,1.66,1653548,1488193
Premium_Retail_2024,Black_Friday_2024,Display_AG,Display_Creative,2024-06-02,Display,Connected_TV,CTV,Oracle,High_Intent_Buyers,2925888,57157,1.95,5193,4362,831,9.09,115888.13,913793.98,7.89,39.61,2.03,22.32,2633299,2925888,90.0,0,0.0,1.5,1949346,1754411
Premium_Retail_2024,Black_Friday_2024,Video_AG,Video_Creative,2024-06-02,Video,Desktop,App,Neustar,Contextual_Shopping,1274505,24371,1.91,1524,1280,244,6.25,50321.32,289418.44,5.75,39.48,2.06,33.02,1147054,1274505,90.0,764703,60.0,1.61,792009,712808
Premium_Retail_2024,Cyber_Monday_2024,Video_AG,Video_Creative,2024-06-02,Video,Mobile,CTV,LiveRamp,Contextual_Shopping,1416001,28036,1.98,2150,1806,344,7.67,46453.43,308160.87,6.63,32.81,1.66,21.61,1274400,1416001,90.0,849600,60.0,1.69,836005,752404
Premium_Retail_2024,Cyber_Monday_2024,Native_AG,Native_Creative,2024-06-02,Native,Desktop,Web,Experian,Geo_Proximity,2304276,39709,1.72,3066,2575,491,7.72,90246.84,517152.68,5.73,39.16,2.27,29.43,2073848,2304276,90.0,0,0.0,1.7,1358110,1222299
Premium_Retail_2024,Cyber_Monday_2024,Display_AG,Display_Creative,2024-06-02,Display,Connected_TV,CTV,Neustar,Geo_Proximity,1660385,18763,1.13,1719,1443,276,9.16,32189.99,288722.23,8.97,19.39,1.72,18.73,1494346,1660385,90.0,0,0.0,1.52,1090130,981117
Premium_Retail_2024,Summer_Sale_2024,Video_AG,Video_Creative,2024-06-02,Video,Connected_TV,CTV,Experian,Lookalike_Purchasers,3678733,48324,1.31,2960,2486,474,6.13,84267.38,446397.95,5.3,22.91,1.74,28.47,3310859,3678733,90.0,2207239,60.0,1.63,2260266,2034239
Premium_Retail_2024,Summer_Sale_2024,Display_AG,Display_Creative,2024-06-02,Display,Desktop,Web,Experian,Behavioral_Shoppers,1412445,25395,1.8,1661,1395,266,6.54,53305.35,237389.09,4.45,37.74,2.1,32.09,1271200,1412445,90.0,0,0.0,1.5,943719,849347
Premium_Retail_2024,Summer_Sale_2024,Display_AG,Display_Creative,2024-06-02,Display,Desktop,App,Neustar,Contextual_Shopping,1588532,26088,1.64,1611,1353,258,6.18,62031.58,295870.36,4.77,39.05,2.38,38.51,1429678,1588532,90.0,0,0.0,1.79,889740,800766
Premium_Retail_2024,Back_To_School_2024,Display_AG,Display_Creative,2024-06-02,Display,Desktop,CTV,Neustar,High_Intent_Buyers,2107065,25663,1.22,1460,1226,234,5.69,41087.66,259092.65,6.31,19.5,1.6,28.14,1896358,2107065,90.0,0,0.0,1.7,1241719,1117547
Premium_Retail_2024,Back_To_School_2024,Native_AG,Native_Creative,2024-06-02,Native,Desktop,App,Oracle,Geo_Proximity,1398926,16299,1.17,838,703,135,5.14,36414.87,147601.17,4.05,26.03,2.23,43.45,1259033,1398926,90.0,0,0.0,1.65,846920,762228
Premium_Retail_2024,Back_To_School_2024,Display_AG,Display_Creative,2024-06-02,Display,Desktop,Web,Experian,Geo_Proximity,1011106,18854,1.86,1728,1451,277,9.17,38121.75,258859.48,6.79,37.7,2.02,22.06,909995,1011106,90.0,0,0.0,1.57,646009,581408
Premium_Retail_2024,Spring_Launch_2024,Display_AG,Display_Creative,2024-06-02,Display,Mobile,App,Oracle,In_Market_Shoppers,989032,12648,1.28,907,761,146,7.17,22756.62,172042.29,7.56,23.01,1.8,25.09,890128,989032,90.0,0,0.0,1.52,651079,585971
Premium_Retail_2024,Spring_Launch_2024,Native_AG,Native_Creative,2024-06-02,Native,Mobile,CTV,Neustar,In_Market_Shoppers,1915339,39173,2.05,2650,2226,424,6.76,80488.71,453749.56,5.64,42.02,2.05,30.37,1723805,1915339,90.0,0,0.0,1.57,1223037,1100733
Premium_Retail_2024,Spring_Launch_2024,Video_AG,Video_Creative,2024-06-02,Video,Connected_TV,App,Experian,Geo_Proximity,2089985,41907,2.01,2629,2208,421,6.27,89340.39,476885.74,5.34,42.75,2.13,33.98,1880986,2089985,90.0,1253991,60.0,1.5,1394662,1255195
Premium_Retail_2024,Valentine_Day_2024,Display_AG,Display_Creative,2024-06-02,Display,Desktop,CTV,LiveRamp,In_Market_Shoppers,2414586,43540,1.8,2387,2005,382,5.48,96763.99,431772.76,4.46,40.07,2.22,40.54,2173127,2414586,90.0,0,0.0,1.64,1470277,1323249
Premium_Retail_2024,Valentine_Day_2024,Display_AG,Display_Creative,2024-06-02,Display,Mobile,App,Experian,Behavioral_Shoppers,1318580,19580,1.48,1078,905,173,5.51,41318.59,203544.54,4.93,31.34,2.11,38.33,1186722,1318580,90.0,0,0.0,1.56,844616,760154
Premium_Retail_2024,Valentine_Day_2024,Display_AG,Display_Creative,2024-06-02,Display,Mobile,Web,LiveRamp,High_Intent_Buyers,2815671,58314,2.07,4363,3664,699,7.48,109435.84,777988.05,7.11,38.87,1.88,25.08,2534103,2815671,90.0,0,0.0,1.61,1753197,1577877
Premium_Retail_2024,New_Year_2024,Video_AG,Video_Creative,2024-06-02,Video,Mobile,Web,Oracle,Lookalike_Purchasers,3509954,69568,1.98,6440,5409,1031,9.26,111365.68,1028108.93,9.23,31.73,1.6,17.29,3158958,3509954,90.0,2105972,60.0,1.57,2231542,2008387
Premium_Retail_2024,New_Year_2024,Display_AG,Display_Creative,2024-06-02,Display,Mobile,Web,LiveRamp,Geo_Proximity,1328823,23256,1.75,1916,1609,307,8.24,48805.67,317857.41,6.51,36.73,2.1,25.47,1195940,1328823,90.0,0,0.0,1.55,856290,770661
Premium_Retail_2024,New_Year_2024,Native_AG,Native_Creative,2024-06-02,Native,Mobile,App,LiveRamp,Behavioral_Shoppers,2839454,50776,1.79,4400,3696,704,8.67,119719.73,651052.91,5.44,42.16,2.36,27.21,2555508,2839454,90.0,0,0.0,1.49,1903558,1713202
Premium_Retail_2024,Holiday_Campaign_2024,Video_AG,Video_Creative,2024-06-03,Video,Connected_TV,CTV,Experian,In_Market_Shoppers,2203742,36608,1.66,3381,2840,541,9.24,76732.49,497149.65,6.48,34.82,2.1,22.7,1983367,2203742,90.0,1322245,60.0,1.61,1366108,1229497
Premium_Retail_2024,Holiday_Campaign_2024,Native_AG,Native_Creative,2024-06-03,Native,Desktop,App,Oracle,In_Market_Shoppers,2500963,37904,1.52,3344,2808,536,8.82,84728.57,630291.09,7.44,33.88,2.24,25.34,2250866,2500963,90.0,0,0.0,1.69,1477121,1329408
Premium_Retail_2024,Holiday_Campaign_2024,Video_AG,Video_Creative,2024-06-03,Video,Desktop,App,Oracle,Contextual_Shopping,2210936,31877,1.44,2374,1994,380,7.45,51490.86,367923.3,7.15,23.29,1.62,21.69,1989842,2210936,90.0,1326561,60.0,1.47,1500740,1350666
Premium_Retail_2024,Black_Friday_2024,Native_AG,Native_Creative,2024-06-03,Native,Mobile,CTV,Oracle,Lookalike_Purchasers,2809104,36136,1.29,2651,2226,425,7.34,77995.57,459226.23,5.89,27.77,2.16,29.42,2528193,2809104,90.0,0,0.0,1.61,1742314,1568082
Premium_Retail_2024,Black_Friday_2024,Display_AG,Display_Creative,2024-06-03,Display,Mobile,App,Oracle,High_Intent_Buyers,2509953,32134,1.28,2258,1896,362,7.03,70701.51,388386.33,5.49,28.17,2.2,31.31,2258957,2509953,90.0,0,0.0,1.49,1682618,1514356
Premium_Retail_2024,Black_Friday_2024,Display_AG,Display_Creative,2024-06-03,Display,Desktop,CTV,Neustar,In_Market_Shoppers,2097943,26159,1.25,1392,1169,223,5.32,51845.98,229476.31,4.43,24.71,1.98,37.25,1888148,2097943,90.0,0,0.0,1.7,1237382,1113643
Premium_Retail_2024,Cyber_Monday_2024,Native_AG,Native_Creative,2024-06-03,Native,Desktop,CTV,LiveRamp,High_Intent_Buyers,2527094,34372,1.36,2082,1748,334,6.06,72104.7,396465.04,5.5,28.53,2.1,34.63,2274384,2527094,90.0,0,0.0,1.71,1473659,1326293
Premium_Retail_2024,Cyber_Monday_2024,Video_AG,Video_Creative,2024-06-03,Video,Mobile,CTV,LiveRamp,Geo_Proximity,2233075,36144,1.62,2036,1710,326,5.63,66334.01,392407.03,5.92,29.71,1.84,32.58,2009767,2233075,90.0,1339845,60.0,1.51,1478941,1331046
Premium_Retail_2024,Cyber_Monday_2024,Video_AG,Video_Creative,2024-06-03,Video,Desktop,CTV,Neustar,Lookalike_Purchasers,1375055,15744,1.14,987,829,158,6.27,32365.49,176276.38,5.45,23.54,2.06,32.79,1237549,1375055,90.0,825033,60.0,1.56,881243,793118
Premium_Retail_2024,Summer_Sale_2024,Native_AG,Native_Creative,2024-06-03,Native,Mobile,App,Neustar,Geo_Proximity,1955939,30661,1.57,1833,1539,294,5.98,71711.67,313248.24,4.37,36.66,2.34,39.12,1760345,1955939,90.0,0,0.0,1.65,1186066,1067459
Premium_Retail_2024,Summer_Sale_2024,Video_AG,Video_Creative,2024-06-03,Video,Desktop,App,Oracle,Behavioral_Shoppers,2384535,47399,1.99,3468,2913,555,7.32,101880.47,550960.4,5.41,42.73,2.15,29.38,2146081,2384535,90.0,1430721,60.0,1.68,1421541,1279386
Premium_Retail_2024,Summer_Sale_2024,Video_AG,Video_Creative,2024-06-03,Video,Connected_TV,Web,LiveRamp,Lookalike_Purchasers,1235852,23886,1.93,1845,1549,296,7.72,46989.28,325223.19,6.92,38.02,1.97,25.47,1112266,1235852,90.0,741511,60.0,1.52,814085,732676
Premium_Retail_2024,Back_To_School_2024,Native_AG,Native_Creative,2024-06-03,Native,Connected_TV,CTV,LiveRamp,High_Intent_Buyers,2628813,38795,1.48,3572,3000,572,9.21,62561.09,591236.61,9.45,23.8,1.61,17.51,2365931,2628813,90.0,0,0.0,1.49,1762706,1586435
Premium_Retail_2024,Back_To_School_2024,Video_AG,Video_Creative,2024-06-03,Video,Connected_TV,App,Experian,Geo_Proximity,2139150,38415,1.8,2226,1869,357,5.79,79351.73,426355.19,5.37,37.09,2.07,35.65,1925235,2139150,90.0,1283490,60.0,1.71,1249759,1124783
Premium_Retail_2024,Back_To_School_2024,Native_AG,Native_Creative,2024-06-03,Native,Connected_TV,Web,Oracle,Behavioral_Shoppers,2313702,34545,1.49,2309,1939,370,6.68,72601.15,357023.37,4.92,31.38,2.1,31.44,2082331,2313702,90.0,0,0.0,1.61,1436127,1292514
Premium_Retail_2024,Spring_Launch_2024,Native_AG,Native_Creative,2024-06-03,Native,Mobile,CTV,Oracle,Geo_Proximity,2752212,47852,1.74,2952,2479,473,6.17,97737.7,531697.87,5.44,35.51,2.04,33.11,2476990,2752212,90.0,0,0.0,1.55,1772222,1594999
Premium_Retail_2024,Spring_Launch_2024,Video_AG,Video_Creative,2024-06-03,Video,Desktop,CTV,Neustar,In_Market_Shoppers,3229102,65806,2.04,5824,4892,932,8.85,154681.23,836806.65,5.41,47.9,2.35,26.56,2906191,3229102,90.0,1937461,60.0,1.57,2053668,1848301
Premium_Retail_2024,Spring_Launch_2024,Display_AG,Display_Creative,2024-06-03,Display,Desktop,CTV,Neustar,High_Intent_Buyers,2081954,39487,1.9,3434,2884,550,8.7,64688.19,593450.09,9.17,31.07,1.64,18.84,1873758,2081954,90.0,0,0.0,1.51,1381396,1243256
Premium_Retail_2024,Valentine_Day_2024,Native_AG,Native_Creative,2024-06-03,Native,Mobile,App,LiveRamp,Geo_Proximity,2369173,36213,1.53,1972,1656,316,5.45,79097.06,289020.11,3.65,33.39,2.18,40.11,2132255,2369173,90.0,0,0.0,1.58,1497652,1347886
Premium_Retail_2024,Valentine_Day_2024,Native_AG,Native_Creative,2024-06-03,Native,Mobile,Web,Experian,Geo_Proximity,2734482,41628,1.52,3531,2966,565,8.48,93240.42,506067.11,5.43,34.1,2.24,26.41,2461033,2734482,90.0,0,0.0,1.49,1836074,1652466
Premium_Retail_2024,Valentine_Day_2024,Video_AG,Video_Creative,2024-06-03,Video,Mobile,CTV,Experian,High_Intent_Buyers,1603629,22312,1.39,1991,1672,319,8.92,47954.58,321629.41,6.71,29.9,2.15,24.09,1443266,1603629,90.0,962177,60.0,1.76,912299,821069
Premium_Retail_2024,New_Year_2024,Native_AG,Native_Creative,2024-06-03,Native,Mobile,CTV,Neustar,In_Market_Shoppers,1873350,38360,2.05,2135,1793,342,5.57,87342.09,339881.72,3.89,46.62,2.28,40.91,1686015,1873350,90.0,0,0.0,1.56,1197381,1077642
Premium_Retail_2024,New_Year_2024,Native_AG,Native_Creative,2024-06-03,Native,Connected_TV,Web,Oracle,Contextual_Shopping,1884500,26996,1.43,1443,1212,231,5.35,46407.61,247213.0,5.33,24.63,1.72,32.16,1696050,1884500,90.0,0,0.0,1.48,1273278,1145950
Premium_Retail_2024,New_Year_2024,Display_AG,Display_Creative,2024-06-03,Display,Desktop,Web,Neustar,Lookalike_Purchasers,2836873,34863,1.23,3117,2618,499,8.94,62301.84,588045.44,9.44,21.96,1.79,19.99,2553185,2836873,90.0,0,0.0,1.53,1849792,1664812
Premium_Retail_2024,Holiday_Campaign_2024,Display_AG,Display_Creative,2024-06-04,Display,Mobile,Web,Experian,In_Market_Shoppers,2458575,37961,1.54,3156,2651,505,8.31,83067.02,529599.08,6.38,33.79,2.19,26.32,2212717,2458575,90.0,0,0.0,1.47,1668979,1502081
Premium_Retail_2024,Holiday_Campaign_2024,Video_AG,Video_Creative,2024-06-04,Video,Desktop,Web,Oracle,High_Intent_Buyers,1260551,26052,2.07,2257,1895,362,8.66,54523.65,330897.78,6.07,43.25,2.09,24.16,1134495,1260551,90.0,756330,60.0,1.69,743928,669535
Premium_Retail_2024,Holiday_Campaign_2024,Video_AG,Video_Creative,2024-06-04,Video,Mobile,Web,LiveRamp,Behavioral_Shoppers,3194660,58111,1.82,5419,4551,868,9.33,111423.76,1018124.32,9.14,34.88,1.92,20.56,2875194,3194660,90.0,1916796,60.0,1.5,2124022,1911619
Premium_Retail_2024,Black_Friday_2024,Video_AG,Video_Creative,2024-06-04,Video,Connected_TV,App,Oracle,Lookalike_Purchasers,2528225,34928,1.38,2541,2134,407,7.27,58147.11,438531.39,7.54,23.0,1.66,22.88,2275402,2528225,90.0,1516935,60.0,1.54,1640332,1476298
Premium_Retail_2024,Black_Friday_2024,Display_AG,Display_Creative,2024-06-04,Display,Connected_TV,App,Neustar,Geo_Proximity,2372506,30436,1.28,2407,2021,386,7.91,58269.79,395467.31,6.79,24.56,1.91,24.21,2135255,2372506,90.0,0,0.0,1.62,1462457,1316211
Premium_Retail_2024,Black_Friday_2024,Video_AG,Video_Creative,2024-06-04,Video,Desktop,App,Experian,High_Intent_Buyers,1582678,20696,1.31,1581,1328,253,7.64,34257.62,234811.6,6.85,21.65,1.66,21.67,1424410,1582678,90.0,949606,60.0,1.55,1022773,920495
Premium_Retail_2024,Cyber_Monday_2024,Video_AG,Video_Creative,2024-06-04,Video,Desktop,App,Neustar,Geo_Proximity,1372461,18880,1.38,1117,938,179,5.92,31023.51,183089.55,5.9,22.6,1.64,27.77,1235214,1372461,90.0,823476,60.0,1.61,852465,767218
Premium_Retail_2024,Cyber_Monday_2024,Native_AG,Native_Creative,2024-06-04,Native,Desktop,Web,LiveRamp,In_Market_Shoppers,2738849,30739,1.12,2117,1778,339,6.89,59493.04,396900.07,6.67,21.72,1.94,28.1,2464964,2738849,90.0,0,0.0,1.72,1594856,1435370
Premium_Retail_2024,Cyber_Monday_2024,Display_AG,Display_Creative,2024-06-04,Display,Connected_TV,App,Oracle,Contextual_Shopping,1378056,20482,1.49,1595,1339,256,7.79,46832.41,249392.19,5.33,33.98,2.29,29.36,1240250,1378056,90.0,0,0.0,1.7,811899,730709
Premium_Retail_2024,Summer_Sale_2024,Display_AG,Display_Creative,2024-06-04,Display,Connected_TV,CTV,Neustar,Behavioral_Shoppers,1938335,23909,1.23,2245,1885,360,9.39,48594.9,351387.51,7.23,25.07,2.03,21.65,1744501,1938335,90.0,0,0.0,1.66,1168535,1051681
Premium_Retail_2024,Summer_Sale_2024,Native_AG,Native_Creative,2024-06-04,Native,Mobile,App,Neustar,Geo_Proximity,3030316,53538,1.77,4033,3387,646,7.53,116704.59,729543.42,6.25,38.51,2.18,28.94,2727284,3030316,90.0,0,0.0,1.72,1763892,1587502
Premium_Retail_2024,Summer_Sale_2024,Native_AG,Native_Creative,2024-06-04,Native,Connected_TV,Web,Neustar,Lookalike_Purchasers,2214764,45358,2.05,2686,2256,430,5.92,89437.34,516604.15,5.78,40.38,1.97,33.3,1993287,2214764,90.0,0,0.0,1.64,1350417,1215375
Premium_Retail_2024,Back_To_School_2024,Native_AG,Native_Creative,2024-06-04,Native,Desktop,Web,Oracle,High_Intent_Buyers,2743502,51754,1.89,3416,2869,547,6.6,100652.58,544993.89,5.41,36.69,1.94,29.47,2469151,2743502,90.0,0,0.0,1.68,1628644,1465779
Premium_Retail_2024,Back_To_School_2024,Native_AG,Native_Creative,2024-06-04,Native,Connected_TV,CTV,Oracle,Behavioral_Shoppers,1613181,29618,1.84,2638,2215,423,8.91,58527.9,419385.51,7.17,36.28,1.98,22.19,1451862,1613181,90.0,0,0.0,1.49,1082504,974253
Premium_Retail_2024,Back_To_School_2024,Native_AG,Native_Creative,2024-06-04,Native,Mobile,CTV,LiveRamp,High_Intent_Buyers,1364812,25440,1.86,2134,1792,342,8.39,41717.04,323840.96,7.76,30.57,1.64,19.55,1228330,1364812,90.0,0,0.0,1.59,858511,772659
Premium_Retail_2024,Spring_Launch_2024,Display_AG,Display_Creative,2024-06-04,Display,Mobile,CTV,LiveRamp,High_Intent_Buyers,3307489,55904,1.69,4675,3927,748,8.36,122291.65,784072.6,6.41,36.97,2.19,26.16,2976740,3307489,90.0,0,0.0,1.59,2075579,1868021
Premium_Retail_2024,Spring_Launch_2024,Video_AG,Video_Creative,2024-06-04,Video,Desktop,Web,Neustar,Contextual_Shopping,2048347,41184,2.01,3320,2788,532,8.06,70984.64,514924.97,7.25,34.65,1.72,21.38,1843512,2048347,90.0,1229008,60.0,1.79,1144159,1029743
Premium_Retail_2024,Spring_Launch_2024,Display_AG,Display_Creative,2024-06-04,Display,Connected_TV,App,Neustar,High_Intent_Buyers,2485134,35387,1.42,2867,2408,459,8.1,70113.18,531186.41,7.58,28.21,1.98,24.46,2236620,2485134,90.0,0,0.0,1.76,1413448,1272103
Premium_Retail_2024,Valentine_Day_2024,Native_AG,Native_Creative,2024-06-04,Native,Connected_TV,App,Experian,Lookalike_Purchasers,1898019,37199,1.96,2587,2173,414,6.95,68110.88,427518.78,6.28,35.89,1.83,26.33,1708217,1898019,90.0,0,0.0,1.52,1244752,1120276
