Advertiser,Insertion_Order,Line_Item,Creative,Date,Environment,Exchange,Device,Inventory_Type,Impressions,Clicks,CTR,Conversions,Post_Click_Conv,Post_View_Conv,Revenue_Adv_Currency,Media_Cost_Adv_Currency,ROAS,CPM,CPC,CPA,Viewable_Impressions,Measurable_Impressions,Viewability_Percent,Active_View_Viewable_Impressions,Active_View_Measurable_Impressions,Video_Completions,Video_Completion_Rate,Video_Quartile_1,Video_Quartile_2,Video_Quartile_3
Premium_Brand_2024,Spring_Launch_2024_IO,Video_LI,Video_Creative,2024-06-02,Video,YouTube,Mobile,Programmatic_Guaranteed,2315846,41807,1.81,3746,3221,525,679564.49,95461.9,7.12,41.22,2.28,25.48,2084261,2315846,90.0,2084261,2315846,1389507,60.0,2084261,1852676,1389507
Premium_Brand_2024,Valentine_Day_2024_IO,Video_LI,Video_Creative,2024-06-02,Video,YouTube,Desktop,Open_Auction,2724383,43165,1.58,3033,2608,425,568676.33,96993.77,5.86,35.6,2.25,31.98,2451944,2724383,90.0,2451944,2724383,1634629,60.0,2451944,2179506,1634629
Premium_Brand_2024,Valentine_Day_2024_IO,Display_LI,Display_Creative,2024-06-02,Display,Hulu,Connected_TV,Private_Marketplace,3546389,40298,1.14,2950,2537,413,518324.39,73222.4,7.08,20.65,1.82,24.82,3191750,3546389,90.0,3191750,3546389,0,0.0,0,0,0
Premium_Brand_2024,Valentine_Day_2024_IO,Video_LI,Video_Creative,2024-06-02,Video,The_Trade_Desk,Mobile,Open_Auction,2676652,48479,1.81,2440,2098,342,480987.2,81828.04,5.88,30.57,1.69,33.54,2408986,2676652,90.0,2408986,2676652,1605991,60.0,2408986,2141321,1605991
Premium_Brand_2024,New_Year_2024_IO,Display_LI,Display_Creative,2024-06-02,Display,YouTube,Desktop,Programmatic_Guaranteed,3420261,37618,1.1,2367,2035,332,446217.42,58969.58,7.57,17.24,1.57,24.91,3078234,3420261,90.0,3078234,3420261,0,0.0,0,0,0
Premium_Brand_2024,New_Year_2024_IO,Display_LI,Display_Creative,2024-06-02,Display,Hulu,Mobile,Open_Auction,3399025,52967,1.56,4134,3555,579,666769.39,104846.97,6.36,30.85,1.98,25.36,3059122,3399025,90.0,3059122,3399025,0,0.0,0,0,0
Premium_Brand_2024,New_Year_2024_IO,Video_LI,Video_Creative,2024-06-02,Video,YouTube,Desktop,Open_Auction,3108106,54545,1.75,4629,3980,649,870233.18,125681.49,6.92,40.44,2.3,27.15,2797295,3108106,90.0,2797295,3108106,1864863,60.0,2797295,2486484,1864863
Premium_Brand_2024,Holiday_Campaign_2024_IO,Display_LI,Display_Creative,2024-06-03,Display,Google_Ad_Manager,Connected_TV,Programmatic_Guaranteed,1438736,15376,1.07,1231,1058,173,203529.96,24658.79,8.25,17.14,1.6,20.03,1294862,1438736,90.0,1294862,1438736,0,0.0,0,0,0
Premium_Brand_2024,Holiday_Campaign_2024_IO,Video_LI,Video_Creative,2024-06-03,Video,Hulu,Connected_TV,Open_Auction,1879919,36132,1.92,2250,1935,315,446859.89,57920.12,7.72,30.81,1.6,25.74,1691927,1879919,90.0,1691927,1879919,1127951,60.0,1691927,1503935,1127951
Premium_Brand_2024,Holiday_Campaign_2024_IO,Display_LI,Display_Creative,2024-06-03,Display,Hulu,Connected_TV,Private_Marketplace,3052243,33040,1.08,2775,2386,389,529686.18,55473.25,9.55,18.17,1.68,19.99,2747018,3052243,90.0,2747018,3052243,0,0.0,0,0,0
Premium_Brand_2024,Black_Friday_2024_IO,Video_LI,Video_Creative,2024-06-03,Video,Google_Ad_Manager,Mobile,Programmatic_Guaranteed,3454890,41783,1.21,3368,2896,472,613819.01,79994.13,7.67,23.15,1.91,23.75,3109401,3454890,90.0,3109401,3454890,2072934,60.0,3109401,2763912,2072934
Premium_Brand_2024,Black_Friday_2024_IO,Video_LI,Video_Creative,2024-06-03,Video,AppNexus,Mobile,Private_Marketplace,3607393,46328,1.28,2982,2564,418,523120.36,108308.93,4.83,30.02,2.34,36.32,3246653,3607393,90.0,3246653,3607393,2164435,60.0,3246653,2885914,2164435
Premium_Brand_2024,Black_Friday_2024_IO,Video_LI,Video_Creative,2024-06-03,Video,AppNexus,Connected_TV,Programmatic_Guaranteed,1723876,22529,1.31,1497,1287,210,242990.57,43958.82,5.53,25.5,1.95,29.36,1551488,1723876,90.0,1551488,1723876,1034325,60.0,1551488,1379100,1034325
Premium_Brand_2024,Cyber_Monday_2024_IO,Display_LI,Display_Creative,2024-06-03,Display,YouTube,Desktop,Private_Marketplace,2881084,45821,1.59,2598,2234,364,482776.56,91261.55,5.29,31.68,1.99,35.13,2592975,2881084,90.0,2592975,2881084,0,0.0,0,0,0
Premium_Brand_2024,Cyber_Monday_2024_IO,Video_LI,Video_Creative,2024-06-03,Video,Hulu,Desktop,Open_Auction,1746780,30067,1.72,1927,1657,270,385692.0,70180.99,5.5,40.18,2.33,36.42,1572102,1746780,90.0,1572102,1746780,1048068,60.0,1572102,1397424,1048068
Premium_Brand_2024,Cyber_Monday_2024_IO,Video_LI,Video_Creative,2024-06-03,Video,Google_Ad_Manager,Desktop,Open_Auction,3012351,40921,1.36,3615,3108,507,625465.94,95716.17,6.53,31.77,2.34,26.48,2711115,3012351,90.0,2711115,3012351,1807410,60.0,2711115,2409880,1807410
Premium_Brand_2024,Summer_Sale_2024_IO,Video_LI,Video_Creative,2024-06-03,Video,Google_Ad_Manager,Mobile,Private_Marketplace,2391449,25239,1.06,1282,1102,180,231707.37,49227.82,4.71,20.58,1.95,38.4,2152304,2391449,90.0,2152304,2391449,1434869,60.0,2152304,1913159,1434869
Premium_Brand_2024,Summer_Sale_2024_IO,Display_LI,Display_Creative,2024-06-03,Display,Google_Ad_Manager,Mobile,Private_Marketplace,1625058,18512,1.14,1515,1302,213,276964.03,34925.35,7.93,21.49,1.89,23.05,1462552,1625058,90.0,1462552,1625058,0,0.0,0,0,0
Premium_Brand_2024,Summer_Sale_2024_IO,Video_LI,Video_Creative,2024-06-03,Video,YouTube,Connected_TV,Programmatic_Guaranteed,1714371,26438,1.54,1493,1283,210,247329.5,53947.89,4.58,31.47,2.04,36.13,1542933,1714371,90.0,1542933,1714371,1028622,60.0,1542933,1371496,1028622
Premium_Brand_2024,Back_To_School_2024_IO,Video_LI,Video_Creative,2024-06-03,Video,Hulu,Mobile,Programmatic_Guaranteed,3395508,41556,1.22,2544,2187,357,477256.15,79099.3,6.03,23.3,1.9,31.09,3055957,3395508,90.0,3055957,3395508,2037304,60.0,3055957,2716406,2037304
Premium_Brand_2024,Back_To_School_2024_IO,Display_LI,Display_Creative,2024-06-03,Display,YouTube,Connected_TV,Open_Auction,2308036,31236,1.35,2200,1892,308,416227.19,54435.07,7.65,23.59,1.74,24.74,2077232,2308036,90.0,2077232,2308036,0,0.0,0,0,0
Premium_Brand_2024,Back_To_School_2024_IO,Display_LI,Display_Creative,2024-06-03,Display,AppNexus,Mobile,Programmatic_Guaranteed,2146286,38362,1.79,3389,2914,475,656586.6,89516.21,7.33,41.71,2.33,26.41,1931657,2146286,90.0,1931657,2146286,0,0.0,0,0,0
Premium_Brand_2024,Spring_Launch_2024_IO,Display_LI,Display_Creative,2024-06-03,Display,Hulu,Connected_TV,Programmatic_Guaranteed,2187837,31173,1.42,1643,1412,231,248683.0,52630.94,4.73,24.06,1.69,32.03,1969053,2187837,90.0,1969053,2187837,0,0.0,0,0,0
Premium_Brand_2024,Spring_Launch_2024_IO,Display_LI,Display_Creative,2024-06-03,Display,Hulu,Mobile,Open_Auction,2929529,44817,1.53,3922,3372,550,715651.66,86100.0,8.31,29.39,1.92,21.95,2636576,2929529,90.0,2636576,2929529,0,0.0,0,0,0
Premium_Brand_2024,Spring_Launch_2024_IO,Video_LI,Video_Creative,2024-06-03,Video,Google_Ad_Manager,Mobile,Open_Auction,2993784,53783,1.8,4727,4065,662,723665.03,102012.95,7.09,34.07,1.9,21.58,2694405,2993784,90.0,2694405,2993784,1796270,60.0,2694405,2395027,1796270
Premium_Brand_2024,Valentine_Day_2024_IO,Display_LI,Display_Creative,2024-06-03,Display,YouTube,Desktop,Programmatic_Guaranteed,1699052,28858,1.7,1808,1554,254,340107.18,62696.9,5.42,36.9,2.17,34.68,1529146,1699052,90.0,1529146,1699052,0,0.0,0,0,0
Premium_Brand_2024,Valentine_Day_2024_IO,Video_LI,Video_Creative,2024-06-03,Video,YouTube,Mobile,Programmatic_Guaranteed,3131918,55835,1.78,4510,3878,632,671863.4,114652.63,5.86,36.61,2.05,25.42,2818726,3131918,90.0,2818726,3131918,1879150,60.0,2818726,2505534,1879150
Premium_Brand_2024,Valentine_Day_2024_IO,Video_LI,Video_Creative,2024-06-03,Video,Google_Ad_Manager,Connected_TV,Open_Auction,1832177,29053,1.59,2595,2231,364,464407.36,60063.48,7.73,32.78,2.07,23.15,1648959,1832177,90.0,1648959,1832177,1099306,60.0,1648959,1465741,1099306
Premium_Brand_2024,New_Year_2024_IO,Display_LI,Display_Creative,2024-06-03,Display,Google_Ad_Manager,Connected_TV,Private_Marketplace,3255609,37210,1.14,2491,2142,349,377427.93,61947.11,6.09,19.03,1.66,24.87,2930048,3255609,90.0,2930048,3255609,0,0.0,0,0,0
Premium_Brand_2024,New_Year_2024_IO,Video_LI,Video_Creative,2024-06-03,Video,The_Trade_Desk,Connected_TV,Private_Marketplace,3028885,49398,1.63,4218,3627,591,692685.09,108284.63,6.4,35.75,2.19,25.67,2725996,3028885,90.0,2725996,3028885,1817331,60.0,2725996,2423108,1817331
Premium_Brand_2024,New_Year_2024_IO,Display_LI,Display_Creative,2024-06-03,Display,The_Trade_Desk,Desktop,Open_Auction,1328860,18768,1.41,1167,1003,164,207845.84,34713.04,5.99,26.12,1.85,29.75,1195974,1328860,90.0,1195974,1328860,0,0.0,0,0,0
Premium_Brand_2024,Holiday_Campaign_2024_IO,Video_LI,Video_Creative,2024-06-04,Video,Hulu,Mobile,Open_Auction,2513219,34776,1.38,2519,2166,353,462940.61,65940.77,7.02,26.24,1.9,26.18,2261897,2513219,90.0,2261897,2513219,1507931,60.0,2261897,2010575,1507931
Premium_Brand_2024,Holiday_Campaign_2024_IO,Video_LI,Video_Creative,2024-06-04,Video,Google_Ad_Manager,Connected_TV,Open_Auction,2728640,32428,1.19,2008,1726,282,323596.73,53160.8,6.09,19.48,1.64,26.47,2455776,2728640,90.0,2455776,2728640,1637184,60.0,2455776,2182912,1637184
Premium_Brand_2024,Holiday_Campaign_2024_IO,Display_LI,Display_Creative,2024-06-04,Display,AppNexus,Mobile,Open_Auction,2258610,31886,1.41,2515,2162,353,374598.87,56868.67,6.59,25.18,1.78,22.61,2032749,2258610,90.0,2032749,2258610,0,0.0,0,0,0
Premium_Brand_2024,Black_Friday_2024_IO,Display_LI,Display_Creative,2024-06-04,Display,Hulu,Mobile,Programmatic_Guaranteed,2544864,42569,1.67,2785,2395,390,486006.13,76269.17,6.37,29.97,1.79,27.39,2290377,2544864,90.0,2290377,2544864,0,0.0,0,0,0
Premium_Brand_2024,Black_Friday_2024_IO,Display_LI,Display_Creative,2024-06-04,Display,AppNexus,Connected_TV,Programmatic_Guaranteed,1288703,20999,1.63,1675,1440,235,278058.4,44299.74,6.28,34.38,2.11,26.45,1159832,1288703,90.0,1159832,1288703,0,0.0,0,0,0
Premium_Brand_2024,Black_Friday_2024_IO,Display_LI,Display_Creative,2024-06-04,Display,Hulu,Mobile,Programmatic_Guaranteed,2282197,43411,1.9,2668,2294,374,495489.09,76616.98,6.47,33.57,1.76,28.72,2053977,2282197,90.0,2053977,2282197,0,0.0,0,0,0
Premium_Brand_2024,Cyber_Monday_2024_IO,Video_LI,Video_Creative,2024-06-04,Video,YouTube,Mobile,Open_Auction,2669425,40291,1.51,3536,3040,496,614598.43,67452.2,9.11,25.27,1.67,19.08,2402482,2669425,90.0,2402482,2669425,1601655,60.0,2402482,2135540,1601655
Premium_Brand_2024,Cyber_Monday_2024_IO,Display_LI,Display_Creative,2024-06-04,Display,YouTube,Desktop,Programmatic_Guaranteed,2337700,25653,1.1,1314,1130,184,236087.22,49859.04,4.74,21.33,1.94,37.94,2103930,2337700,90.0,2103930,2337700,0,0.0,0,0,0
Premium_Brand_2024,Cyber_Monday_2024_IO,Video_LI,Video_Creative,2024-06-04,Video,YouTube,Mobile,Open_Auction,1970416,31906,1.62,2219,1908,311,331835.38,55343.05,6.0,28.09,1.73,24.94,1773374,1970416,90.0,1773374,1970416,1182249,60.0,1773374,1576332,1182249
Premium_Brand_2024,Summer_Sale_2024_IO,Display_LI,Display_Creative,2024-06-04,Display,Google_Ad_Manager,Connected_TV,Programmatic_Guaranteed,1664007,26462,1.59,2028,1744,284,317972.19,54636.3,5.82,32.83,2.06,26.94,1497606,1664007,90.0,1497606,1664007,0,0.0,0,0,0
Premium_Brand_2024,Summer_Sale_2024_IO,Display_LI,Display_Creative,2024-06-04,Display,Hulu,Mobile,Open_Auction,2513593,35689,1.42,2899,2493,406,502845.63,60309.24,8.34,23.99,1.69,20.8,2262233,2513593,90.0,2262233,2513593,0,0.0,0,0,0
Premium_Brand_2024,Summer_Sale_2024_IO,Video_LI,Video_Creative,2024-06-04,Video,Google_Ad_Manager,Mobile,Private_Marketplace,2333002,40671,1.74,3054,2626,428,499579.49,76113.98,6.56,32.62,1.87,24.92,2099701,2333002,90.0,2099701,2333002,1399801,60.0,2099701,1866401,1399801
Premium_Brand_2024,Back_To_School_2024_IO,Video_LI,Video_Creative,2024-06-04,Video,Google_Ad_Manager,Mobile,Private_Marketplace,3197177,41757,1.31,2273,1954,319,377122.89,74925.63,5.03,23.43,1.79,32.96,2877459,3197177,90.0,2877459,3197177,1918306,60.0,2877459,2557741,1918306
Premium_Brand_2024,Back_To_School_2024_IO,Display_LI,Display_Creative,2024-06-04,Display,YouTube,Mobile,Private_Marketplace,1247696,21052,1.69,1579,1357,222,317193.48,38040.12,8.34,30.49,1.81,24.09,1122926,1247696,90.0,1122926,1247696,0,0.0,0,0,0
Premium_Brand_2024,Back_To_School_2024_IO,Display_LI,Display_Creative,2024-06-04,Display,The_Trade_Desk,Desktop,Programmatic_Guaranteed,2651509,44621,1.68,3230,2777,453,483857.78,88805.98,5.45,33.49,1.99,27.49,2386358,2651509,90.0,2386358,2651509,0,0.0,0,0,0
Premium_Brand_2024,Spring_Launch_2024_IO,Display_LI,Display_Creative,2024-06-04,Display,Hulu,Mobile,Open_Auction,2206762,41259,1.87,2233,1920,313,394796.9,89969.04,4.39,40.77,2.18,40.29,1986085,2206762,90.0,1986085,2206762,0,0.0,0,0,0
Premium_Brand_2024,Spring_Launch_2024_IO,Display_LI,Display_Creative,2024-06-04,Display,Google_Ad_Manager,Mobile,Private_Marketplace,2462190,46259,1.88,2300,1978,322,449139.67,82052.63,5.47,33.33,1.77,35.68,2215971,2462190,90.0,2215971,2462190,0,0.0,0,0,0
