Campaign_Name,Ad_Squad_Name,Ad_Name,Date,Objective,Placement,Device,Age,Gender,Impressions,Swipes,Swipe_Up_Rate,Video_Views,Video_View_Rate,Quartile_1,Quartile_2,Quartile_3,Completion_Rate,Spend,eCPM,eCPSwipe,Screen_Time_Millis,Conversions,Conversion_Rate,Revenue,ROAS,Frequency,Reach
Valentine_Day_2024,Spotlight_Squad,Spotlight_Ad,2024-06-01,Engagement,Spotlight,Mobile,25-34,Female,1012389,19669,1.94,862723,85.22,776450,690178,517633,60.0,36908.35,36.46,1.88,7609,1364,6.93,240192.92,6.51,1.6,634465
New_Year_2024,Stories_Squad,Stories_Ad,2024-06-01,Video_Views,Stories,Mobile,35-44,Female,1466141,27829,1.9,1260112,85.95,1134100,1008089,756067,60.0,41528.52,28.33,1.49,7566,2578,9.26,378635.49,9.12,1.5,980661
New_Year_2024,Discover_Squad,Discover_Ad,2024-06-01,Video_Views,Discover,Mobile,25-34,Male,1214986,20383,1.68,1096521,90.25,986868,877216,657912,60.0,32241.13,26.54,1.58,10013,1696,8.32,239893.65,7.44,1.42,856820
New_Year_2024,Spotlight_Squad,Spotlight_Ad,2024-06-01,Conversions,Spotlight,Mobile,18-24,Male,880365,17367,1.97,777061,88.27,699354,621648,466236,60.0,32838.37,37.3,1.89,10082,1626,9.36,240012.09,7.31,1.67,525668
Holiday_Campaign_2024,Stories_Squad,Stories_Ad,2024-06-02,Video_Views,Stories,Mobile,35-44,Male,1992977,38738,1.94,1600916,80.33,1440824,1280732,960549,60.0,67342.72,33.79,1.74,9673,4047,10.45,724661.05,10.76,1.43,1395724
Holiday_Campaign_2024,Camera_Squad,Camera_Ad,2024-06-02,Engagement,Camera,Mobile,35-44,Female,2072369,27995,1.35,1603662,77.38,1443295,1282929,962197,60.0,60047.32,28.98,2.14,9268,2740,9.79,373849.6,6.23,1.67,1239673
Holiday_Campaign_2024,Spotlight_Squad,Spotlight_Ad,2024-06-02,App_Installs,Spotlight,Mobile,35-44,Male,1565422,22443,1.43,1311964,83.81,1180767,1049571,787178,60.0,44706.51,28.56,1.99,7785,2253,10.04,330661.38,7.4,1.48,1060703
Black_Friday_2024,Camera_Squad,Camera_Ad,2024-06-02,Conversions,Camera,Mobile,18-24,Female,1532442,31663,2.07,1309991,85.48,1178991,1047992,785994,60.0,66759.07,43.56,2.11,8239,3188,10.07,520532.86,7.8,1.67,915140
Black_Friday_2024,Spotlight_Squad,Spotlight_Ad,2024-06-02,Engagement,Spotlight,Mobile,25-34,Male,1988295,30291,1.52,1806405,90.85,1625764,1445124,1083843,60.0,53642.1,26.98,1.77,8709,3442,11.36,572386.2,10.67,1.45,1368594
Black_Friday_2024,Stories_Squad,Stories_Ad,2024-06-02,App_Installs,Stories,Mobile,35-44,Male,1950725,34955,1.79,1520415,77.94,1368373,1216332,912249,60.0,70420.85,36.1,2.01,7576,2792,7.99,382970.73,5.44,1.49,1304862
Cyber_Monday_2024,Camera_Squad,Camera_Ad,2024-06-02,Conversions,Camera,Mobile,18-24,Female,3033123,69465,2.29,2726375,89.89,2453737,2181100,1635825,60.0,121835.87,40.17,1.75,10323,4532,6.52,818294.71,6.72,1.56,1943212
Cyber_Monday_2024,Spotlight_Squad,Spotlight_Ad,2024-06-02,Engagement,Spotlight,Mobile,35-44,Male,2628020,57323,2.18,2091584,79.59,1882425,1673267,1254950,60.0,101173.51,38.5,1.76,8897,6384,11.14,965339.04,9.54,1.65,1595297
Cyber_Monday_2024,Discover_Squad,Discover_Ad,2024-06-02,Engagement,Discover,Mobile,25-34,Male,1305351,26259,2.01,1098622,84.16,988759,878897,659173,60.0,40751.62,31.22,1.55,8763,2582,9.83,473855.31,11.63,1.66,787401
Summer_Sale_2024,Camera_Squad,Camera_Ad,2024-06-02,Video_Views,Camera,Mobile,18-24,Male,1201439,24750,2.06,1036486,86.27,932837,829188,621891,60.0,49496.0,41.2,2.0,9779,2085,8.42,312942.67,6.32,1.45,829253
Summer_Sale_2024,Discover_Squad,Discover_Ad,2024-06-02,Video_Views,Discover,Mobile,18-24,Male,1304752,29308,2.25,1085400,83.19,976860,868320,651240,60.0,54252.69,41.58,1.85,9729,3178,10.84,531356.1,9.79,1.48,882345
Summer_Sale_2024,Spotlight_Squad,Spotlight_Ad,2024-06-02,Video_Views,Spotlight,Mobile,35-44,Male,1673140,27189,1.63,1354150,80.93,1218735,1083320,812490,60.0,42130.62,25.18,1.55,8848,2618,9.63,360564.65,8.56,1.55,1080058
Back_To_School_2024,Stories_Squad,Stories_Ad,2024-06-02,Engagement,Stories,Mobile,35-44,Female,1427120,27088,1.9,1073284,75.21,965955,858627,643970,60.0,40838.89,28.62,1.51,8777,2974,10.98,455881.93,11.16,1.66,858438
Back_To_School_2024,Camera_Squad,Camera_Ad,2024-06-02,Conversions,Camera,Mobile,25-34,Female,1224469,18282,1.49,1041288,85.04,937159,833030,624772,60.0,28212.0,23.04,1.54,9178,1229,6.72,198489.67,7.04,1.53,802373
Back_To_School_2024,Discover_Squad,Discover_Ad,2024-06-02,App_Installs,Discover,Mobile,18-24,Male,1713721,39654,2.31,1427025,83.27,1284322,1141620,856215,60.0,68164.74,39.78,1.72,7233,4294,10.83,639805.78,9.39,1.56,1100322
Spring_Launch_2024,Stories_Squad,Stories_Ad,2024-06-02,App_Installs,Stories,Mobile,18-24,Male,1633862,37573,2.3,1447230,88.58,1302507,1157784,868338,60.0,74958.92,45.88,2.0,7830,3267,8.7,471487.32,6.29,1.65,989036
Spring_Launch_2024,Camera_Squad,Camera_Ad,2024-06-02,Engagement,Camera,Mobile,18-24,Male,891451,18112,2.03,763610,85.66,687249,610888,458166,60.0,30557.68,34.28,1.69,9088,2121,11.71,363579.81,11.9,1.52,585742
Spring_Launch_2024,Discover_Squad,Discover_Ad,2024-06-02,Video_Views,Discover,Mobile,18-24,Male,1317244,20121,1.53,1061819,80.61,955637,849455,637091,60.0,41063.06,31.17,2.04,7101,1311,6.52,185600.22,4.52,1.69,778465
Valentine_Day_2024,Stories_Squad,Stories_Ad,2024-06-02,Video_Views,Stories,Mobile,35-44,Female,1588909,32095,2.02,1311982,82.57,1180783,1049585,787189,60.0,49824.19,31.36,1.55,8469,2937,9.15,466180.16,9.36,1.65,965288
Valentine_Day_2024,Camera_Squad,Camera_Ad,2024-06-02,App_Installs,Camera,Mobile,25-34,Male,937050,18039,1.93,798765,85.24,718888,639012,479259,60.0,27302.48,29.14,1.51,9940,1534,8.5,254707.32,9.33,1.54,609464
Valentine_Day_2024,Discover_Squad,Discover_Ad,2024-06-02,Video_Views,Discover,Mobile,35-44,Female,1689934,24266,1.44,1282177,75.87,1153959,1025741,769306,60.0,47449.5,28.08,1.96,8962,1598,6.59,262259.33,5.53,1.41,1195171
New_Year_2024,Spotlight_Squad,Spotlight_Ad,2024-06-02,Video_Views,Spotlight,Mobile,35-44,Male,864905,16906,1.95,711877,82.31,640689,569501,427126,60.0,31846.79,36.82,1.88,10110,1967,11.63,303966.27,9.54,1.41,614043
New_Year_2024,Stories_Squad,Stories_Ad,2024-06-02,App_Installs,Stories,Mobile,35-44,Female,2026490,27051,1.33,1547689,76.37,1392920,1238151,928613,60.0,40400.24,19.94,1.49,8070,1883,6.96,317820.88,7.87,1.68,1204250
New_Year_2024,Discover_Squad,Discover_Ad,2024-06-02,Video_Views,Discover,Mobile,18-24,Male,1446977,18595,1.29,1276525,88.22,1148872,1021220,765915,60.0,31399.01,21.7,1.69,10013,1318,7.09,223326.38,7.11,1.5,964790
Holiday_Campaign_2024,Stories_Squad,Stories_Ad,2024-06-03,App_Installs,Stories,Mobile,25-34,Female,1510605,32142,2.13,1199145,79.38,1079230,959316,719487,60.0,51790.57,34.28,1.61,8395,3401,10.58,594250.16,11.47,1.4,1078217
Holiday_Campaign_2024,Spotlight_Squad,Spotlight_Ad,2024-06-03,App_Installs,Spotlight,Mobile,25-34,Male,836513,17554,2.1,672199,80.36,604979,537759,403319,60.0,38070.42,45.51,2.17,9585,1962,11.18,307232.94,8.07,1.46,571014
Holiday_Campaign_2024,Discover_Squad,Discover_Ad,2024-06-03,Video_Views,Discover,Mobile,18-24,Male,875225,19559,2.23,727199,83.09,654479,581759,436319,60.0,40909.18,46.74,2.09,6997,1605,8.21,287271.11,7.02,1.57,556289
Black_Friday_2024,Spotlight_Squad,Spotlight_Ad,2024-06-03,Video_Views,Spotlight,Mobile,25-34,Male,1423831,19344,1.36,1139073,80.0,1025165,911258,683443,60.0,42228.84,29.66,2.18,8520,2260,11.68,369566.54,8.75,1.5,949892
Black_Friday_2024,Stories_Squad,Stories_Ad,2024-06-03,Video_Views,Stories,Mobile,18-24,Female,1187906,19184,1.61,1019981,85.86,917982,815984,611988,60.0,39073.15,32.89,2.04,8680,2073,10.81,360498.16,9.23,1.68,709009
Black_Friday_2024,Discover_Squad,Discover_Ad,2024-06-03,Video_Views,Discover,Mobile,25-34,Female,1660679,30780,1.85,1362245,82.03,1226020,1089796,817347,60.0,65773.82,39.61,2.14,9610,2578,8.38,365094.34,5.55,1.66,1002367
Cyber_Monday_2024,Stories_Squad,Stories_Ad,2024-06-03,App_Installs,Stories,Mobile,18-24,Male,2157528,29541,1.37,1641796,76.1,1477616,1313436,985077,60.0,59044.1,27.37,2.0,7243,2021,6.84,354583.0,6.01,1.48,1460239
Cyber_Monday_2024,Discover_Squad,Discover_Ad,2024-06-03,App_Installs,Discover,Mobile,35-44,Female,690743,16063,2.33,558900,80.91,503010,447120,335340,60.0,28178.92,40.8,1.75,9581,1755,10.93,318476.22,11.3,1.4,492624
Cyber_Monday_2024,Spotlight_Squad,Spotlight_Ad,2024-06-03,Conversions,Spotlight,Mobile,35-44,Female,1716863,23180,1.35,1503982,87.6,1353583,1203185,902389,60.0,43884.82,25.56,1.89,8674,2035,8.78,365292.7,8.32,1.67,1029183
Summer_Sale_2024,Discover_Squad,Discover_Ad,2024-06-03,App_Installs,Discover,Mobile,18-24,Male,1447465,25564,1.77,1094784,75.63,985305,875827,656870,60.0,40082.44,27.69,1.57,8990,1812,7.09,302897.72,7.56,1.47,987150
Summer_Sale_2024,Camera_Squad,Camera_Ad,2024-06-03,App_Installs,Camera,Mobile,35-44,Male,2103435,35019,1.66,1671028,79.44,1503925,1336822,1002616,60.0,74337.05,35.34,2.12,10335,2687,7.67,489664.59,6.59,1.7,1233833
Summer_Sale_2024,Spotlight_Squad,Spotlight_Ad,2024-06-03,App_Installs,Spotlight,Mobile,35-44,Male,1462013,32492,2.22,1220193,83.46,1098173,976154,732115,60.0,71963.08,49.22,2.21,8780,2224,6.84,361589.05,5.02,1.41,1039504
Back_To_School_2024,Discover_Squad,Discover_Ad,2024-06-03,Engagement,Discover,Mobile,25-34,Male,2375673,47784,2.01,1953881,82.25,1758492,1563104,1172328,60.0,92910.87,39.11,1.94,7937,4618,9.66,827802.29,8.91,1.69,1403804
Back_To_School_2024,Stories_Squad,Stories_Ad,2024-06-03,Conversions,Stories,Mobile,18-24,Female,2070531,45996,2.22,1703299,82.26,1532969,1362639,1021979,60.0,89181.56,43.07,1.94,8189,3666,7.97,531679.3,5.96,1.55,1336073
Back_To_School_2024,Camera_Squad,Camera_Ad,2024-06-03,Engagement,Camera,Mobile,35-44,Female,1847153,24824,1.34,1678599,90.87,1510739,1342879,1007159,60.0,54855.97,29.7,2.21,9792,2555,10.29,413226.86,7.53,1.6,1154911
Spring_Launch_2024,Discover_Squad,Discover_Ad,2024-06-03,Conversions,Discover,Mobile,35-44,Male,1059337,15208,1.44,951511,89.82,856359,761208,570906,60.0,31764.61,29.99,2.09,8415,1776,11.68,303402.14,9.55,1.5,704187
Spring_Launch_2024,Spotlight_Squad,Spotlight_Ad,2024-06-03,Engagement,Spotlight,Mobile,35-44,Female,1357612,29804,2.2,1024326,75.45,921893,819460,614595,60.0,44691.44,32.92,1.5,7483,2538,8.52,443912.85,9.93,1.4,968446
Spring_Launch_2024,Stories_Squad,Stories_Ad,2024-06-03,Engagement,Stories,Mobile,18-24,Male,1663904,27809,1.67,1510834,90.8,1359750,1208667,906500,60.0,58487.0,35.15,2.1,7911,3077,11.06,487696.1,8.34,1.57,1063112
Valentine_Day_2024,Stories_Squad,Stories_Ad,2024-06-03,Engagement,Stories,Mobile,35-44,Male,1614863,35428,2.19,1424214,88.19,1281792,1139371,854528,60.0,78642.76,48.7,2.22,10247,4230,11.94,688054.85,8.75,1.46,1106130
Valentine_Day_2024,Spotlight_Squad,Spotlight_Ad,2024-06-03,Engagement,Spotlight,Mobile,35-44,Male,1308541,19983,1.53,1075346,82.18,967811,860276,645207,60.0,31484.77,24.06,1.58,9297,2339,11.7,386160.44,12.26,1.63,804390
Valentine_Day_2024,Camera_Squad,Camera_Ad,2024-06-03,Conversions,Camera,Mobile,18-24,Male,2524014,41565,1.65,1933017,76.59,1739715,1546413,1159810,60.0,82172.52,32.56,1.98,9925,3870,9.31,669785.86,8.15,1.53,1647225
New_Year_2024,Camera_Squad,Camera_Ad,2024-06-03,Engagement,Camera,Mobile,35-44,Female,1265187,23606,1.87,1129210,89.25,1016289,903368,677526,60.0,41985.1,33.18,1.78,9118,1694,7.18,232724.38,5.54,1.46,864335
New_Year_2024,Stories_Squad,Stories_Ad,2024-06-03,App_Installs,Stories,Mobile,35-44,Female,1489083,22187,1.49,1146054,76.96,1031448,916843,687632,60.0,33075.56,22.21,1.49,8482,1858,8.37,305299.22,9.23,1.57,947044
New_Year_2024,Discover_Squad,Discover_Ad,2024-06-03,App_Installs,Discover,Mobile,18-24,Female,1714941,28058,1.64,1427383,83.23,1284644,1141906,856429,60.0,57796.76,33.7,2.06,10264,2421,8.63,401547.45,6.95,1.43,1195497
Holiday_Campaign_2024,Discover_Squad,Discover_Ad,2024-06-04,Video_Views,Discover,Mobile,35-44,Female,897700,20294,2.26,743916,82.87,669524,595132,446349,60.0,33913.32,37.78,1.67,8104,1821,8.97,333318.69,9.83,1.54,582643
Holiday_Campaign_2024,Stories_Squad,Stories_Ad,2024-06-04,App_Installs,Stories,Mobile,35-44,Female,2134490,32430,1.52,1621344,75.96,1459209,1297075,972806,60.0,51089.28,23.94,1.58,9190,2317,7.14,332006.01,6.5,1.66,1287198
Holiday_Campaign_2024,Spotlight_Squad,Spotlight_Ad,2024-06-04,Conversions,Spotlight,Mobile,18-24,Male,1819868,29724,1.63,1630359,89.59,1467323,1304287,978215,60.0,54416.67,29.9,1.83,7102,3009,10.12,434112.5,7.98,1.64,1110115
Black_Friday_2024,Discover_Squad,Discover_Ad,2024-06-04,Engagement,Discover,Mobile,25-34,Male,711385,11103,1.56,552307,77.64,497076,441845,331384,60.0,17161.24,24.12,1.55,8227,788,7.1,124596.5,7.26,1.63,435241
Black_Friday_2024,Stories_Squad,Stories_Ad,2024-06-04,Conversions,Stories,Mobile,25-34,Male,1553558,31158,2.01,1170646,75.35,1053581,936516,702387,60.0,64545.78,41.55,2.07,10164,3086,9.9,431806.8,6.69,1.43,1085261
Black_Friday_2024,Spotlight_Squad,Spotlight_Ad,2024-06-04,App_Installs,Spotlight,Mobile,35-44,Male,1619635,25250,1.56,1426622,88.08,1283959,1141297,855973,60.0,51351.23,31.71,2.03,8646,1883,7.46,275009.83,5.36,1.58,1025490
Cyber_Monday_2024,Camera_Squad,Camera_Ad,2024-06-04,Conversions,Camera,Mobile,35-44,Male,1388462,23026,1.66,1143788,82.38,1029409,915030,686272,60.0,46814.82,33.72,2.03,10075,1529,6.64,226470.85,4.84,1.48,941009
Cyber_Monday_2024,Spotlight_Squad,Spotlight_Ad,2024-06-04,Conversions,Spotlight,Mobile,18-24,Female,857949,15740,1.83,656151,76.48,590535,524920,393690,60.0,28506.48,33.23,1.81,8272,1476,9.38,217914.55,7.64,1.61,531929
Cyber_Monday_2024,Stories_Squad,Stories_Ad,2024-06-04,Video_Views,Stories,Mobile,35-44,Female,1737941,27943,1.61,1359244,78.21,1223319,1087395,815546,60.0,48127.57,27.69,1.72,9323,1984,7.1,354630.69,7.37,1.51,1150807
Summer_Sale_2024,Stories_Squad,Stories_Ad,2024-06-04,App_Installs,Stories,Mobile,35-44,Male,1880242,33812,1.8,1431670,76.14,1288503,1145336,859002,60.0,63480.64,33.76,1.88,7403,3272,9.68,562067.74,8.85,1.56,1205452
Summer_Sale_2024,Spotlight_Squad,Spotlight_Ad,2024-06-04,Video_Views,Spotlight,Mobile,25-34,Male,1060448,17519,1.65,905858,85.42,815272,724686,543514,60.0,33327.72,31.43,1.9,7785,1472,8.4,269895.22,8.1,1.51,703873
Summer_Sale_2024,Discover_Squad,Discover_Ad,2024-06-04,Conversions,Discover,Mobile,25-34,Female,1878289,26767,1.43,1479770,78.78,1331793,1183816,887862,60.0,42797.87,22.79,1.6,10080,1999,7.47,299219.45,6.99,1.65,1141133
Back_To_School_2024,Stories_Squad,Stories_Ad,2024-06-04,App_Installs,Stories,Mobile,25-34,Female,1035629,18915,1.83,844167,81.51,759750,675333,506500,60.0,41744.65,40.31,2.21,9971,1335,7.06,207054.59,4.96,1.41,736364
Back_To_School_2024,Discover_Squad,Discover_Ad,2024-06-04,Video_Views,Discover,Mobile,25-34,Female,2553409,39285,1.54,1979829,77.54,1781846,1583863,1187897,60.0,77579.86,30.38,1.97,7934,4545,11.57,739583.39,9.53,1.52,1683487
Back_To_School_2024,Camera_Squad,Camera_Ad,2024-06-04,App_Installs,Camera,Mobile,35-44,Female,996597,14570,1.46,798005,80.07,718204,638404,478803,60.0,26150.57,26.24,1.79,9084,1346,9.24,198717.61,7.6,1.67,597887
Spring_Launch_2024,Camera_Squad,Camera_Ad,2024-06-04,Video_Views,Camera,Mobile,18-24,Male,1790976,33808,1.89,1383751,77.26,1245375,1107000,830250,60.0,62072.96,34.66,1.84,7427,3171,9.38,439143.96,7.07,1.59,1126091
Spring_Launch_2024,Discover_Squad,Discover_Ad,2024-06-04,App_Installs,Discover,Mobile,25-34,Female,1265848,29483,2.33,1013324,80.05,911991,810659,607994,60.0,61304.21,48.43,2.08,9032,2313,7.85,390231.16,6.37,1.46,865624
Spring_Launch_2024,Stories_Squad,Stories_Ad,2024-06-04,App_Installs,Stories,Mobile,25-34,Male,1311437,22357,1.7,1055591,80.49,950031,844472,633354,60.0,48466.66,36.96,2.17,9503,2464,11.02,449239.66,9.27,1.66,788381
Valentine_Day_2024,Spotlight_Squad,Spotlight_Ad,2024-06-04,Engagement,Spotlight,Mobile,25-34,Female,1195742,17406,1.46,906418,75.8,815776,725134,543850,60.0,35306.84,29.53,2.03,9727,1672,9.61,294953.81,8.35,1.66,721236
Valentine_Day_2024,Discover_Squad,Discover_Ad,2024-06-04,App_Installs,Discover,Mobile,35-44,Female,1798943,25846,1.44,1392864,77.43,1253577,1114291,835718,60.0,53831.67,29.92,2.08,10012,2613,10.11,420972.96,7.82,1.58,1136298
Valentine_Day_2024,Camera_Squad,Camera_Ad,2024-06-04,Engagement,Camera,Mobile,35-44,Female,1743254,37339,2.14,1429287,81.99,1286358,1143429,857572,60.0,65677.02,37.67,1.76,8709,3358,8.99,505265.29,7.69,1.47,1189229
New_Year_2024,Spotlight_Squad,Spotlight_Ad,2024-06-04,Conversions,Spotlight,Mobile,35-44,Female,1647337,36760,2.23,1335538,81.07,1201984,1068430,801322,60.0,69190.74,42.0,1.88,10230,4206,11.44,698042.16,10.09,1.67,988726
New_Year_2024,Stories_Squad,Stories_Ad,2024-06-04,Video_Views,Stories,Mobile,18-24,Female,2362607,38314,1.62,1819488,77.01,1637539,1455590,1091692,60.0,79217.21,33.53,2.07,9704,3778,9.86,610547.97,7.71,1.43,1656674
New_Year_2024,Camera_Squad,Camera_Ad,2024-06-04,Engagement,Camera,Mobile,35-44,Male,1653855,26406,1.6,1303649,78.82,1173284,1042919,782189,60.0,53617.92,32.42,2.03,10011,1749,6.62,285707.38,5.33,1.46,1131434
Holiday_Campaign_2024,Spotlight_Squad,Spotlight_Ad,2024-06-05,Video_Views,Spotlight,Mobile,25-34,Female,1123219,24115,2.15,859672,76.54,773704,687737,515803,60.0,50795.23,45.22,2.11,7481,1722,7.14,267030.18,5.26,1.45,773502
Holiday_Campaign_2024,Camera_Squad,Camera_Ad,2024-06-05,Video_Views,Camera,Mobile,35-44,Female,1486778,30330,2.04,1288331,86.65,1159497,1030664,772998,60.0,59278.45,39.87,1.95,8163,3115,10.27,504788.16,8.52,1.62,918433
Holiday_Campaign_2024,Discover_Squad,Discover_Ad,2024-06-05,Video_Views,Discover,Mobile,25-34,Male,1514377,33939,2.24,1277896,84.38,1150106,1022316,766737,60.0,60297.05,39.82,1.78,9000,3051,8.99,553663.75,9.18,1.65,916100
Black_Friday_2024,Stories_Squad,Stories_Ad,2024-06-05,Conversions,Stories,Mobile,25-34,Female,999365,19191,1.92,749530,75.0,674577,599624,449718,60.0,40788.01,40.81,2.13,10170,2223,11.58,362629.97,8.89,1.48,675135
Black_Friday_2024,Camera_Squad,Camera_Ad,2024-06-05,Conversions,Camera,Mobile,35-44,Female,1429158,20361,1.42,1204299,84.27,1083869,963439,722579,60.0,39275.74,27.48,1.93,10180,1787,8.78,306201.24,7.8,1.42,1009653
Black_Friday_2024,Discover_Squad,Discover_Ad,2024-06-05,Conversions,Discover,Mobile,18-24,Male,870461,12032,1.38,792540,91.05,713286,634032,475524,60.0,25276.64,29.04,2.1,8765,857,7.12,154431.75,6.11,1.43,607657
Cyber_Monday_2024,Spotlight_Squad,Spotlight_Ad,2024-06-05,Conversions,Spotlight,Mobile,25-34,Female,2236854,37823,1.69,1691263,75.61,1522136,1353010,1014757,60.0,65359.88,29.22,1.73,8345,4112,10.87,560146.25,8.57,1.59,1405538
Cyber_Monday_2024,Camera_Squad,Camera_Ad,2024-06-05,Video_Views,Camera,Mobile,35-44,Female,1877996,42319,2.25,1510835,80.45,1359751,1208668,906501,60.0,73497.33,39.14,1.74,8534,4448,10.51,701478.34,9.54,1.63,1153462
Cyber_Monday_2024,Discover_Squad,Discover_Ad,2024-06-05,App_Installs,Discover,Mobile,18-24,Male,1706987,24759,1.45,1416336,82.97,1274702,1133068,849801,60.0,44318.73,25.96,1.79,9160,2844,11.49,436255.12,9.84,1.51,1127424
